keyword,label,category,text
,0,ทั่วไป,“อันโบฮยอนคอยปรับตารางตัวเองให้ตรงกับวันที่เธออยู่เกาหลีและหิ้วอาหารร้านอร่อยไปหาเสมอ”อ่านคำสัมภาษณ์แล้วเขินไปหนึ่งแมททำให้นึกถึงคำพูดที่น้องคนนึงเคยพูดกับเราไว้ว่า“แล้ววันหนึ่งพี่จะเข้าใจว่าคนที่ว่างแล้วมาหากับคนที่หาเวลาว่างเพื่อมาหามันต่างกัน”#JISOO#AhnBoHyun
,0,ทั่วไป,ให้เปรียบเทียบหน่อยคอนนี้รวมรุ่นพี่Tpopไลน์อัพที่ชาตินี้ไม่รู้จะรวมได้อีกมั้ยยังแพงสุดแค่3500นั่งด้วยพี่ตั้งใจจะผลักดันให้น้องเป็นวงglobalไปถึงระดับโลกได้ยังไงถ้าไม่เอื้อฟค.ในปทขนาดนี้อย่าให้หนูต้องคิดเลยว่าพี่กำลังทำให้น้องเหมือนเด็กนาดาวเมื่อก่อน#789TheTimeCapsule
,0,ทั่วไป,อีดอกแอบถ่ายจากตึกร้างถ่ายไปห้องเขาอีดอกถ้าเป็นมือปืนมาฆ่าคือเรื่องมันใหญ่มากนะอีคนทำนี่คนไทยปะเห็นว่าก่อนเอามาลงคือเอาไปขู่เอาตังก่อนเหี้ยเกิน
,0,ทั่วไป,พอคิดว่านั่นเป็นแขนนางจริงๆกุก้มีความสุข555555555555555
,0,ทั่วไป,ช่วงนี้เวลาเจอคนเจ๋งๆคนเก่งๆก็คิดในใจเสมอเลยว่าที่ผ่านมาเขาพยายามแค่ไหนนะเขาผ่านอะไรมาเสียน้ำตาไปกี่หยดเพื่อที่จะกลายเป็นคนแบบนี้ได้อยากappreciateทุกความพยายามของมนุษย์ทุกคนบนโลกเลยขอบคุณจริงๆที่ยังอดทนเพื่อมีชีวิตอยู่ต่อไป
,0,ทั่วไป,threadมัดรวมพิกัดชุดcomfyที่มีไซส์สำหรับสาวๆพลัสไซส์!เป็นชุดใส่สบายๆสำหรับเวลาขึ้นเครื่องเอยเดินทางเอยแบบชิลๆแต่ก็ยังมีความน่ารักและยังทำคอนเท้นได้อยู่รอบนี้เรามาแบบราคาเริ่มต้นแบบต่ำกว่า199เท่านั้น
,0,ทั่วไป,วิธีจองตั๋วเครื่องบินให้ได้ตั๋วถูกที่สุด1.บินในประเทศต้องจองล่วงหน้า2เดือนและต่างประเทศ3เดือน2.วันอังคารเวลา15.00น.มีโอกาสได้ตั๋วดีที่สุดเพราะโดยส่วนมากสายการบินมักจะออกโปรโมชันช่วงวันจันทร์เย็นและอีกช่วงคือประเมาณ6โมงเช้าจากนั้นราคาจะค่อยๆดีดขึ้น/มีต่อ(1)
,0,ทั่วไป,อยากมีแฟนแบบgoodandhealthyrelationshipแล้วก็คบกันไปจนแก่อยากรักใครสักคนอย่างเต็มที่โดยไม่ต้องมานั่งเผื่อใจว่าอีกฝ่ายจะหมดใจตอนไหนอยากวางแผนอนาคตไปด้วยกันอยากคอยซัพพอร์ทความฝันและความชอบอยากคอยเติบโตไปด้วยกันเสมออะ
,0,ทั่วไป,มีใครเคยร้องไห้แล้วอยู่ดีๆก็เดินไปส่องกระจกเพื่อเช็คดูว่าตอนร้องไห้ยังสวยอยู่มั้ยเหมือนเราบ้าง555555555555555555555555555555555555555555555555555555555555555555555555555555555
,0,ทั่วไป,เจอประโยคนึงในหนังสือแล้วชอบมากประมาณว่า‘เราอาจจะกำลังใช้ชีวิตตอนนี้แบบที่หวังให้ตัวเราในอนาคตได้ใช้ชีวิตที่ดีมีความสุขได้ทำทุกอย่างที่อยากทำแต่เราคนในอนาคตก็อาจจะภาวนาให้เราคนปัจจุบันใช้ชีวิตให้มีความสุขในทุกๆวันด้วย’
,0,ทั่วไป,ชอบความรักที่สามารถแบ่งเวลาให้กันได้และแบ่งพื้นที่ส่วนตัวของกันและกันแบบพอดีๆไม่มากไปไม่น้อยไปทำให้ไม่อึดอัดและไม่รู้สึกขาดมันจะมีความสุขทั้งตอนได้ใช้เวลาอยู่กับตัวเองและตอนอยู่กับเขาเลย
,0,ทั่วไป,ใครเป็นสิวที่คางรอบปากเรื้อรังขึ้นซ้ำๆไม่หายสักทีอยากให้ลองไปหาหมอผิวหนังดูเพราะนี่เป็นมาตั้งแต่เริ่มเป็นปจด.จน28แต่เพิ่งได้ไปหาหมอจริงจังสรุปไปถึงหมอให้หยุดสกินแคร์หมดทาและกินแค่ยาที่สั่งให้แล้วสำคัญเลยคือให้ไป'อัลตร้าซาวน์'เพราะ(1)
,0,ทั่วไป,คนเราเกิดมาใช้ชีวิตเพื่อตัวเองอย่าไปใช้แทนใครเลยเลิกคาดหวังไม่มีใครเป็นของใครชีวิตใครชีวิตมันทุกคนมีหน้าที่ของตัวเองมีความสัมพันธ์ของตัวเองเราไม่ควรยุ่งเรื่องของใครทั้งสิ้นใช้ชีวิตของตัวเองให้ดีก่อนและจะไม่พูดแล้วเพราะไม่เข้าไปส่องค้าาาา
,0,ทั่วไป,ปัญหาที่เจอจากนักวิจัยที่ไม่ได้ใช้อังกฤษเป็นภาษาแม่พบว่านักวิจัย95เป็นnonnativeEnglishnonnativeใช้เวลาอ่านpaperเป็น2เท่าของnativenonnativeใช้เวลามากในการเตรียมตัวการนำเสนอปากเปล่าnonnativepaperถูกปฏิเสธเพราะเขียนผิดบ่อยกว่าnative2.5เท่า(ต่อ)
,0,ทั่วไป,แกเชื่อประโยคนี้ป่ะ“คนที่ถ่ายรูปเราได้สวยที่สุดคือคนที่ชอบมองเรามากที่สุด”
,0,ทั่วไป,ก็จริงอย่างที่เขาว่า‘beingalonewasneverharduntilimetyou’อยู่คนเดียวมันไม่เคยยากเลยจนกระทั่งได้เจอเธอคนที่เราฝากความสบายใจไว้ด้วย
,0,ทั่วไป,ตอนที่รู้สึกว่าตัวเองโชคดีมากๆคือตอนที่เจอใครสักคนที่ทำให้เรายิ้มและหัวเราะมากกว่าร้องไห้แล้วสาเหตุที่ร้องไห้ส่วนใหญ่ไม่ใช่เพราะเสียใจแต่เป็นเพราะรู้สึกดีกับการกระทำของเขาเพราะซาบซึ้งในความรู้สึกที่เขามอบให้เราซึ่งต่อให้จะมีเรื่องต้องเสียใจแต่แค่รู้ว่าในตอนที่เสียใจเขาจะไม่ไปไหนแน่นอนพอเราค้นพบคนที่ทำให้เรารู้สึกอุ่นใจเหมือนอยู่บ้านแล้วถึงได้รู้ว่าจริงๆเราก็เป็นคนโชคดีคนนึงเหมือนกันนี่นา
,0,ทั่วไป,โคตรนับถือคนที่เขามีความสุขกับการใช้ชีวิตแบบออกไปทำกิจกรรมข้างนอกจนถึงดึกแล้วยังมีแรงตื่นมาทำงานตอนเช้าได้แบบสดชื่นเลยอะเพราะเราไม่สามารถทำอะไรแบบนั้นได้จริงๆเลิกงานคือต้องการอาบน้ำทิ้งตัวลงนอนบนเตียงแล้วเล่นโทรศัพท์โง่ๆอย่างเดียวเลย
,0,ทั่วไป,ขอย้อนกลับมารีวิวซ้ำเลิกกับแฟนไปละแต่ยังไม่เลิกใช้น้ำหอมตัวนี้ฉีดหลังทาโลชั่นคือสุดๆไม่ใช่แฟนชมก็ช่างหัวแม่งละกุชมตัวเองได้เก่งมันหอม
,0,ทั่วไป,เบื่อหน่ายการใช้คำว่า‘ด้อมส้ม’มากเช่นด้อมส้มหน้าสภาฮือหลัง#พิธาโดนตัดสิทธิ์ทำไมปชช.ที่มีหลักการสู้และเรียกร้องปชต.ความเป็นธรรมถูกต้องต้องโดนครอบแค่ด้อมแฟนคลับและต้องเป็นแค่คนเลือกพรรคก้าวไกลเท่านั้น?
,0,ทั่วไป,แม่กูจะซื้อกระถินไปให้แพะกินแต่เห็นยอดอ่อนดีเลยเด็ดไว้กินเองแม่ค้าเห็นก็ช่วยเด็ดด้วย55555
,0,ทั่วไป,ไม่ชอบทะเลาะกับคนจริงๆแต่ถ้าได้ทะเลาะเมื่อไหร่ก็คิดอย่างเดียวเลยว่าจะกวนส้นตีนยังไงให้มันหัวเสียได้มากที่สุดไม่เน้นชนะเน้นสร้างความร้าวฉานเอาให้กรี๊ด
,0,ทั่วไป,ฝันว่าเทอหอมพุง
,0,ทั่วไป,เจนนี่“การเริ่มต้นอาชีพของฉันในเกาหลีในฐานะศิลปินKPopได้ถูกจำกัดหลายด้านของฉันที่ไม่ได้รับอนุญาติให้แสดงออกเพียงเพราะฉันเป็นไอดอลKPopและฉันกลัวที่จะแสดงออกเมื่อเวลาผ่านไปฉันสามารถแสดงออกและผู้คนมองว่าคือการทำลายขอบเขตมากกว่าเธอกำลังทำอะไรบางอย่างที่ไม่ได้รับอนุญาติให้ทำ”
,0,ทั่วไป,เวลาได้อยู่กับแฟนแล้วสบายใจหลับง่ายเป็นพิเศษกินอะไรก็อร่อยกว่าปกติแบบนี้ใช่ไหมที่เราเรียกว่าhomecanbeaperson
,0,ทั่วไป,ชอบประโยคที่ว่าyousavemyworldมากๆแบบในวันที่โคตรแย่ยังมีเขาที่ดึงเราขึ้นมาได้อยากขอบคุณมากๆที่มีเขาอยู่ในโลกของเราขอบคุณจริงๆ
,0,ทั่วไป,ก้เป็นแค่หมาที่รอเทอเหงาแล้วค่อยมาหอม
,0,ทั่วไป,รวมฟิลเตอร์igที่หน้าสดแสงไม่ถึงก็รอดคับบ
,0,ทั่วไป,"ไอเดียทำสีผม2023เทคนิคพิเศษhighlights,ombre,sombre,และbalayageทวิตนี้ขอรวบรวมไว้เลยย(เธรด)"
